edition_id,language,year,city,subject,final_value,final_source,final_reason,concerns,review_notes,review_error_type,Orig_Value,llm_Value_6,llm_Value_7,llm_Value_8
bib-266,FRENCH,1563,Antwerp,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-266,FRENCH,1563,Antwerp,Commercial Mathematics,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,primary,secondary,primary
bib-27,ITALIAN,1565,Venice,Architecture,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-27,ITALIAN,1565,Venice,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-27,ITALIAN,1565,Venice,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-276,LATIN,1560,Padua,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,unrelated,unrelated
bib-276,LATIN,1560,Padua,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,primary,primary,primary
bib-277,GERMAN,1514,Augsburg,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-277,GERMAN,1514,Augsburg,Commercial Mathematics,primary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category,,,primary,secondary,primary,primary
bib-277,GERMAN,1514,Augsburg,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-278,GERMAN,1527,Augsburg,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-278,GERMAN,1527,Augsburg,Commercial Mathematics,primary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-28,FRENCH,1576,Paris,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-28,FRENCH,1576,Paris,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-28,FRENCH,1576,Paris,Perspective,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-28,FRENCH,1576,Paris,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-28,FRENCH,1576,Paris,Trigonometry,secondary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-280,FRENCH,1600,Paris,Architecture,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-280,FRENCH,1600,Paris,Construction,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; review-sensitive-category; differs-from-original-csv,secondary is also OK,,unrelated,secondary,primary,unrelated
bib-280,FRENCH,1600,Paris,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-280,FRENCH,1600,Paris,Military Engineering,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-280,FRENCH,1600,Paris,Practical Geometry,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-282,FRENCH,1563,Paris,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-282,FRENCH,1563,Paris,Practical Geometry,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-283,ENGLISH,1603,London,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-283,ENGLISH,1603,London,Commercial Mathematics,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,secondary,unrelated
bib-285,ENGLISH,1564,London,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-29,FRENCH,1582,Paris,Architecture,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-29,FRENCH,1582,Paris,Construction,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; review-sensitive-category; differs-from-original-csv,secondary is also OK,,unrelated,primary,primary,unrelated
bib-33,ITALIAN,1564,Venice,Perspective,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,primary,primary,primary
bib-33,ITALIAN,1564,Venice,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-33,ITALIAN,1564,Venice,Surveying,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,primary,primary,primary
bib-35,LATIN,1585,Turin,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final,,,,unknown,unrelated,unrelated
bib-35,LATIN,1585,Turin,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final,,,,unknown,unrelated,unrelated
bib-39,ITALIAN,1564,Venice,Architecture,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-39,ITALIAN,1564,Venice,Construction,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,secondary,primary
bib-39,ITALIAN,1564,Venice,Military Engineering,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-39,ITALIAN,1564,Venice,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-4,FRENCH,1564,Paris,Gnomonics & Horology,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-4,FRENCH,1564,Paris,Instrument Use,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-4,FRENCH,1564,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,primary,unrelated,primary
bib-40,GERMAN,1596,Delft,Arithmetic,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-40,GERMAN,1596,Delft,Commercial Mathematics,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-40,GERMAN,1596,Delft,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-40,GERMAN,1596,Delft,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-40,GERMAN,1596,Delft,Surveying,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,primary,primary,secondary,secondary
bib-40,GERMAN,1596,Delft,Trigonometry,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-41,LATIN,1558,Venice,Astronomy,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement,,,primary,secondary,primary,primary
bib-41,LATIN,1558,Venice,Perspective,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-41,LATIN,1558,Venice,Practical Geometry,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-42,LATIN,1570,Pesaro,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,primary,unrelated
bib-42,LATIN,1570,Pesaro,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,unrelated,primary
bib-44,FRENCH,1567,Paris,Architecture,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-44,FRENCH,1567,Paris,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-45,ITALIAN,1587,Venice,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-45,ITALIAN,1587,Venice,Cosmography,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-45,ITALIAN,1587,Venice,Gnomonics & Horology,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-45,ITALIAN,1587,Venice,Instrument Use,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unknown
bib-45,ITALIAN,1587,Venice,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,unrelated,unrelated
bib-46,FRENCH,1555,Paris,Cartography,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,primary,secondary
bib-46,FRENCH,1555,Paris,Instrument Use,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-46,FRENCH,1555,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,differs-from-original-csv,,,unrelated,primary,primary,primary
bib-46,FRENCH,1555,Paris,Surveying,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-47,FRENCH,1561,Paris,Cartography,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,primary,primary,primary
bib-47,FRENCH,1561,Paris,Instrument Use,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,primary,primary,primary
bib-47,FRENCH,1561,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,primary,primary,primary
bib-47,FRENCH,1561,Paris,Surveying,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,primary,primary,primary
bib-5,FRENCH,1585,Paris,Instrument Use,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; differs-from-original-csv,"Maybe secondary, as it teaches the theory behind it, less the practucal use",,unrelated,primary,secondary,primary
bib-5,FRENCH,1585,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-52,LATIN,1592,Venice,Architecture,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-52,LATIN,1592,Venice,Instrument Use,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,differs-from-original-csv,,,unrelated,primary,primary,primary
bib-52,LATIN,1592,Venice,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-59,LATIN,1594,Leiden,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,differs-from-original-csv,,,unrelated,primary,primary,primary
bib-64,LATIN,1579,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,primary,unrelated,unrelated
bib-64,LATIN,1579,Paris,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,primary,primary,primary
bib-67,LATIN,1595,Paris,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-67,LATIN,1595,Paris,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-67,LATIN,1595,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,primary,unrelated,unrelated
bib-7,ENGLISH,1571,London,Cartography,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,primary,secondary,unrelated,secondary
bib-7,ENGLISH,1571,London,Instrument Use,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-7,ENGLISH,1571,London,Perspective,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-7,ENGLISH,1571,London,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-7,ENGLISH,1571,London,Surveying,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,primary,secondary,secondary,secondary
bib-7,ENGLISH,1571,London,Theoretical Mathematics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,unrelated,secondary
bib-71,LATIN,1567,Venice,Architecture,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-71,LATIN,1567,Venice,Gnomonics & Horology,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-71,LATIN,1567,Venice,Mechanics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-71,LATIN,1567,Venice,Practical Geometry,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-76,LATIN,1598,Venice,Arithmetic,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,primary,secondary,secondary,secondary
bib-76,LATIN,1598,Venice,Cosmography,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-76,LATIN,1598,Venice,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-76,LATIN,1598,Venice,Practical Geometry,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,primary,secondary,unrelated,unrelated
bib-76,LATIN,1598,Venice,Theoretical Mathematics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-8,GERMAN,1525,Nuremberg,Instrument Use,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,,secondary,primary,primary
bib-8,GERMAN,1525,Nuremberg,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,primary,primary,primary
bib-82,LATIN,1554,Lyon,Commercial Mathematics,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-82,LATIN,1554,Lyon,Construction,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,primary,secondary,secondary,secondary
bib-82,LATIN,1554,Lyon,Instrument Use,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,secondary
bib-82,LATIN,1554,Lyon,Mechanics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,primary,secondary,secondary,secondary
bib-82,LATIN,1554,Lyon,Military Engineering,secondary,human_review,human reviewed override from diagnostic CSV,human-reviewed; review-sensitive-category,,,secondary,unrelated,unrelated,unrelated
bib-82,LATIN,1554,Lyon,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-82,LATIN,1554,Lyon,Theoretical Mathematics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,primary,primary,primary,secondary
bib-83,LATIN,1559,Lyon,Commercial Mathematics,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-83,LATIN,1559,Lyon,Construction,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,primary,primary,secondary,secondary
bib-83,LATIN,1559,Lyon,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,secondary,secondary
bib-83,LATIN,1559,Lyon,Mechanics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement,,,secondary,secondary,primary,secondary
bib-83,LATIN,1559,Lyon,Military Engineering,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,unrelated,secondary
bib-83,LATIN,1559,Lyon,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-83,LATIN,1559,Lyon,Surveying,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement,,,secondary,secondary,unrelated,secondary
bib-87,ITALIAN,1584,Brescia,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-87,ITALIAN,1584,Brescia,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-87,ITALIAN,1584,Brescia,Surveying,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-9,LATIN,1544,Strasbourg,Instrument Use,secondary,human_review,human reviewed override from diagnostic CSV,human-reviewed; differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-9,LATIN,1544,Strasbourg,Mechanics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-9,LATIN,1544,Strasbourg,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-90,FRENCH,1585,Paris,Instrument Use,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,primary,primary,secondary
bib-90,FRENCH,1585,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-91,ITALIAN,1563,Venice,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-91,ITALIAN,1563,Venice,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-91,ITALIAN,1563,Venice,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,primary,secondary,primary
bib-93,ITALIAN,1603,Venice,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-93,ITALIAN,1603,Venice,Commercial Mathematics,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; review-sensitive-category,"borderline, its hard to understand it without reading more than the metadata, so maybe unknown is ok",,primary,unrelated,unrelated,unrelated
bib-93,ITALIAN,1603,Venice,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-93,ITALIAN,1603,Venice,Surveying,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
ustc-16,FRENCH,1604,Paris,Astronomy,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,secondary,primary,primary,primary
ustc-16,FRENCH,1604,Paris,Instrument Construction,primary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
ustc-16,FRENCH,1604,Paris,Instrument Use,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
ustc-16,FRENCH,1604,Paris,Navigation,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement,,,primary,secondary,unrelated,primary
ustc-16,FRENCH,1604,Paris,Practical Geometry,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,primary,secondary
ustc-29,FRENCH,1602,Paris,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
ustc-29,FRENCH,1602,Paris,Instrument Use,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
ustc-29,FRENCH,1602,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
ustc-32,FRENCH,1578,Paris,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
ustc-44,FRENCH,1555,Paris,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
ustc-44,FRENCH,1555,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
